algoritmo;grupo_testes;atributos;layers;r2_validação;R²;treinamento (min);mst;mse;rmse;mae;mape;smape;geracoes;taxa_mutação;taxa_crossover;tamanho_população;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;34;1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 1 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 1 1 0 1 1 1 ;"0,628963652";"0,494993951";"130,88695";"79,91254921";"29,65046041";"5,445223632";"4,406390691";"0,146886716";"0,135075232";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;42;1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 ;"0,662409441";"0,568462977";"131,6137167";"62,03858068";"20,94363916";"4,576422091";"3,601623591";"0,107983928";"0,104639559";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;39;1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 ;"0,672511804";"0,499085081";"131,2795667";"85,09448164";"27,86743824";"5,278961853";"4,088943238";"0,119562286";"0,116350966";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;34;1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 1 1 1 0 1 ;"0,65985553";"0,683035431";"132,1224667";"102,8418596";"34,98108982";"5,914481366";"4,560605455";"0,152240355";"0,138524559";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;39;1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 1 ;"0,689435915";"0,593413056";"130,2158333";"96,07161853";"29,83639429";"5,462270067";"4,3136685";"0,1236509";"0,119522637";10;"0,1";"0,8";100;
LAPPAS & YANNACOPOULOS;algoritmos_evolutivos;36;1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 0 0 1 1 ;"0,653416102";"0,564205144";"131,5665667";"60,54606198";"20,98429019";"4,580861294";"3,8079083";"0,119281615";"0,113508329";10;"0,1";"0,8";100;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,651250977";"0,620074581";0;"0,036372301";"0,012684805";"0,112626837";"0,087473884";"0,529662499";"0,298469346";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,380034331";"0,600898211";0;"0,030582654";"0,018960196";"0,137696026";"0,100293103";Infinity;"0,327356228";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,629840632";"0,669823173";0;"0,031225668";"0,011558474";"0,107510341";"0,081974374";Infinity;"0,314052131";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,598081425";"0,677862837";0;"0,029799502";"0,011976973";"0,109439358";"0,08073457";Infinity;"0,275666959";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,487344474";"0,657852901";0;"0,02919887";"0,014968962";"0,12234771";"0,088113157";"0,558403646";"0,286662308";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,404386863";"0,456528007";0;"0,028557769";"0,017009382";"0,130420022";"0,09503398";"0,875524064";"0,350310832";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,464289958";"0,577172636";0;"0,031468459";"0,01685797";"0,129838244";"0,09059631";"0,605726563";"0,274489261";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,459814544";"0,534407531";0;"0,03906021";"0,021099758";"0,145257556";"0,106715579";"0,87708423";"0,37797004";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,622946146";"0,686931821";0;"0,048450167";"0,018268322";"0,135160357";"0,10083619";"0,837170768";"0,338898797";0;0;0;0;
PCA;algoritmos_redutores_dimensionalidade;11;[];"0,51460869";"0,68842307";0;"0,030378677";"0,014745546";"0,121431239";"0,088604697";Infinity;"0,306138101";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,655605168";"0,688781282";0;"88,2093358";"30,37883935";"5,511700224";"4,144341484";"0,126648108";"0,12087579";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,736855814";"0,636052862";0;"75,99962257";"19,99885884";"4,472008368";"3,466784905";"0,109182316";"0,104576551";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,642873367";"0,697443707";0;"78,66676661";"28,09399747";"5,300377106";"3,903747475";"0,121659066";"0,117956377";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,687358785";"0,623504722";0;"88,59120229";"27,69726112";"5,262818743";"3,881018741";"0,117357435";"0,113322058";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,605724909";"0,606421394";0;"86,74236159";"34,20035254";"5,848106748";"4,404187501";"0,133748953";"0,126774644";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,653406717";"0,5150583";0;"84,74161982";"29,37087619";"5,4194904";"4,160186892";"0,132504279";"0,126190087";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,679462209";"0,636320177";0;"79,4195652";"25,45697203";"5,045490266";"3,780081108";"0,112014234";"0,108923714";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,547330037";"0,575931094";0;"67,96752467";"30,76685688";"5,546787979";"4,096024614";"0,142896029";"0,128422944";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,570086765";"0,461760681";0;"111,9650757";"48,13526787";"6,93795848";"5,032363813";"0,156874399";"0,146095751";0;0;0;0;
UMAP;algoritmos_redutores_dimensionalidade;20;[];"0,580773357";"0,57638771";0;"75,78377407";"31,7705772";"5,63653947";"4,575223149";"0,142075542";"0,134143461";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,527680136";"0,540827911";0;"91,85756264";"43,38615152";"6,586816494";"5,174952296";"0,175017285";"0,15683719";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,517528001";"0,544179143";0;"92,70322607";"44,72671077";"6,687803135";"4,829103307";"0,144913485";"0,137755784";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,57367541";"0,469920963";0;"91,00862062";"38,79921286";"6,228901417";"5,001078794";"0,16065959";"0,149289011";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,46084286";"0,59222998";0;"87,85497137";"47,36763512";"6,882414919";"5,158732072";"0,149402463";"0,142803085";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,526794094";"0,463195815";0;"86,03426144";"40,71192062";"6,380589363";"5,201519157";"0,16946883";"0,154584309";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,540198264";"0,604334652";0;"92,48216929";"42,52346198";"6,521001609";"5,111752319";"0,168771741";"0,15396847";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,410826934";"0,557882575";0;"65,91108773";"38,83303762";"6,231615972";"4,838979048";"0,170834132";"0,151242406";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,526352217";"0,559338323";0;"69,62213721";"32,97637091";"5,74250563";"4,580698389";"0,145450238";"0,135211222";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,567297093";"0,537315256";0;"104,805722";"45,34974057";"6,734221601";"5,420603967";"0,170073221";"0,158768886";0;0;0;0;
LASSO;algoritmos_selecionadores;54;"[1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,47897882";"0,499542164";0;"100,939415";"52,59157313";"7,252004766";"5,358309178";"0,165054473";"0,155332821";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;39;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,52575301";"0,53130616";0;"85,69452229";"40,64036926";"6,374979942";"4,922121478";"0,15472537";"0,144886044";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;42;"[1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,460594388";"0,510496403";0;"77,52506741";"41,81745646";"6,466641823";"5,050328452";"0,162991967";"0,150509615";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;41;"[1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,542521743";"0,484689139";0;"98,11909292";"44,88735158";"6,699802353";"5,250253891";"0,1567624";"0,149932117";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;40;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,471516706";"0,447014759";0;"63,52468006";"33,57173217";"5,794111854";"4,700939642";"0,153186887";"0,141093447";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;42;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,434529314";"0,458046607";0;"102,9062386";"58,19046131";"7,628267255";"5,564793271";"0,158291117";"0,15242657";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;43;"[1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,518629354";"0,504333004";0;"88,55822726";"42,6293311";"6,529114113";"4,994790273";"0,156307966";"0,145901967";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;40;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,496873301";"0,525742091";0;"71,78087033";"36,11487231";"6,009565068";"4,902510747";"0,15087042";"0,142628967";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;42;"[1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,458978767";"0,536929399";0;"95,03923875";"51,41824617";"7,170651726";"5,413916081";"0,150717792";"0,148249515";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;40;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,452575406";"0,511646705";0;"73,47264583";"40,22073334";"6,341981814";"5,192577012";"0,170625332";"0,156057097";0;0;0;0;
[RF]FEATURE IMPORTANCE;algoritmos_selecionadores;41;"[1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]";"0,411240605";"0,516036991";0;"93,77144377";"55,20881852";"7,430263691";"5,661544592";"0,17972491";"0,165065551";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,449877837";"0,461068472";0;"76,4607276";"42,06274086";"6,485579455";"4,978474786";"0,148107481";"0,141480784";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,377601425";"0,550841347";0;"55,58878217";"34,59837879";"5,882038659";"4,588425033";"0,145840662";"0,137104591";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,514488084";"0,417362952";0;"81,2795834";"39,46220627";"6,281895118";"4,75004605";"0,145105447";"0,137329192";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,438273099";"0,484717107";0;"88,4197822";"49,66777025";"7,047536467";"5,238452426";"0,160672512";"0,152448678";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,526903365";"0,505423457";0;"86,32305946";"40,83914899";"6,390551541";"4,989411041";"0,138512819";"0,134710234";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,477465387";"0,376059042";0;"82,25242033";"42,97973663";"6,555893275";"5,243574831";"0,166284051";"0,15487768";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,48416095";"0,498742793";0;"75,46453915";"38,92755621";"6,239195157";"4,608622801";"0,133786214";"0,129009107";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,506681258";"0,483335647";0;"73,61353083";"36,31493439";"6,026187384";"4,846742264";"0,149297807";"0,142801226";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,423450663";"0,47294255";0;"64,37351099";"37,11450509";"6,09216752";"4,616399333";"0,146798497";"0,13554467";0;0;0;0;
CORRELATION;algoritmos_selecionadores;8;"[1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]";"0,405058389";"0,466395771";0;"63,3387757";"37,68287327";"6,138637737";"4,684234528";"0,129679297";"0,129705814";0;0;0;0;
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,729814614";"0,756675104";0;"0,034582024";"0,023176367";"0,152237863";"0,109224805";"0,513558754";"0,351920972";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,782575583";"0,757370712";0;"0,029895226";"0,018458043";"0,135860379";"0,100253844";"0,530255955";"0,370352263";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,782575583";"0,757370712";0;"0,029895226";"0,018458043";"0,135860379";"0,100253844";"0,530255955";"0,370352263";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,425571087";"0,528500473";0;"0,035645481";"0,020475795";"0,143093659";"0,098567597";"0,747913675";"0,337969614";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,010924541";"0,369334136";0;"0,034248398";"0,03387425";"0,184049585";"0,125089352";"0,526274554";"0,368323397";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,39262636";"0,158160017";0;"0,030242938";"0,018368763";"0,135531411";"0,09835288";Infinity;"0,355995663";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,457591402";"0,442871835";0;"0,029232683";"0,015856059";"0,125920843";"0,089799487";Infinity;"0,381567633";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,232777088";"0,458027064";0;"0,033318245";"0,025562521";"0,159882836";"0,113528721";"0,858361502";"0,36919385";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,325291391";"0,4524064";0;"0,031916073";"0,021534049";"0,146744844";"0,093794293";"0,941824961";"0,294546807";0;0;0;0;2
TSNE;algoritmos_redutores_dimensionalidade;2;[];"0,425571087";"0,528500473";0;"0,035645481";"0,020475795";"0,143093659";"0,098567597";"0,747913675";"0,337969614";0;0;0;0;2
